Id,drug,condition,numOfInstances,averageRating
6610,Clindamax,Bacterial Vaginitis,2,5.5
6611,Delatestryl,"Hypogonadism, Male",2,8.5
6612,Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,Bowel Preparation,2,1.0
6613,Provida DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,2,7.0
6614,Desyrel Dividose,Sedation,1,9.0
6615,Desyrel Dividose,Insomnia,1,7.0
6616,Praziquantel,"Paragonimus westermani, Lung Fluke",1,7.0
6617,Praziquantel,Schistosoma japonicum,1,3.0
6618,Gadobutrol,CNS Magnetic Resonance Imaging,1,1.0
6619,Exparel,Pain,2,10.0
6620,Isoxsuprine,Cerebrovascular Insufficiency,1,10.0
6621,Isoxsuprine,Raynaud's Syndrome,1,9.0
6622,MetroCream,Rosacea,2,3.5
6623,Senna Lax,Constipation,2,1.0
6624,Nexafed Nasal Decongestant,Nasal Congestion,2,1.5
6625,Phentercot,Weight Loss,2,9.5
6626,Doral,Insomnia,2,9.0
6627,Divigel,Postmenopausal Symptoms,2,5.5
6628,Auryxia,Hyperphosphatemia of Renal Failure,2,5.5
6629,Norditropin,Adult Human Growth Hormone Deficiency,1,10.0
6630,Norditropin,Turner's Syndrome,1,10.0
6631,Norfloxacin,Bladder Infection,1,10.0
6632,Norfloxacin,Urinary Tract Infection,1,1.0
6633,Westhroid,Underactive Thyroid,1,10.0
6634,Westhroid,"Hypothyroidism, After Thyroid Removal",1,10.0
6635,Vitapap,Pain,2,10.0
6636,Uristat,Dysuria,1,9.0
6637,Uristat,Interstitial Cystitis,1,7.0
6638,Limbitrol,Depression,2,9.5
6639,GenTeal,Dry Eye Disease,1,1.0
6640,GenTeal,Eye Redness,1,9.0
6641,Nesina,"Diabetes, Type 2",2,4.0
6642,Indapamide,Not Listed / Othe,1,6.0
6643,Indapamide,High Blood Pressure,1,10.0
6644,Dicloxacillin,Bone infection,1,4.0
6645,Dicloxacillin,Skin or Soft Tissue Infection,1,10.0
6646,Ansaid,Rheumatoid Arthritis,1,6.0
6647,Ansaid,Back Pain,1,10.0
6648,Alamast,"Conjunctivitis, Allergic",2,5.5
6649,Menest,Postmenopausal Symptoms,2,9.0
6650,Alpha 1-proteinase inhibitor,Alpha-1 Proteinase Inhibitor Deficiency,2,10.0
6651,Mirapex ER,Parkinson's Disease,2,8.5
6652,Nilstat,Oral Thrush,2,9.0
6653,Tolak,Actinic Keratosis,2,4.5
6654,Creatine,Herbal Supplementation,1,7.0
6655,Creatine,Not Listed / Othe,1,1.0
6656,Uta,Urinary Tract Infection,2,10.0
6657,Chlorambucil,Chronic Lymphocytic Leukemia,1,9.0
6658,Chlorambucil,Lymphoma,1,7.0
6659,Absorica,Acne,2,5.5
6660,Mandelamine,Prevention of Bladder infection,2,9.5
6661,Ceftibuten,Bronchitis,1,10.0
6662,Ceftibuten,Sinusitis,1,8.0
6663,Cobicistat / darunavir,HIV Infection,2,1.0
6664,Gelusil,Gas,1,9.0
6665,Gelusil,GERD,1,9.0
6666,Trelstar,Prostate Cance,2,7.0
6667,Bortezomib,Multiple Myeloma,2,9.5
6668,Triptorelin,Prostate Cance,2,8.5
6669,Ferumoxytol,Iron Deficiency Anemia,2,10.0
6670,Aventyl Hydrochloride,Reflex Sympathetic Dystrophy Syndrome,1,1.0
6671,Aventyl Hydrochloride,Vulvodynia,1,5.0
6672,Dexchlorpheniramine / dextromethorphan / pseudoephedrine,Sinusitis,2,9.0
6673,Humalog Mix 75 / 25,"Diabetes, Type 2",1,10.0
6674,Humalog Mix 75 / 25,"Diabetes, Type 1",1,9.0
6675,Nexium 24HR,GERD,2,10.0
6676,Ridaura,Rheumatoid Arthritis,2,10.0
6677,Nolvadex,Breast Cance,2,5.5
6678,Flavoxate,Overactive Bladde,1,3.0
6679,Flavoxate,Dysuria,1,10.0
6680,Velphoro,Hyperphosphatemia of Renal Failure,2,4.0
6681,Gildess 1.5 / 30,Birth Control,2,5.5
6682,Dantrolene,Chronic Spasticity,1,10.0
6683,Citrate of Magnesia,Constipation,2,10.0
6684,Norel SR,Nasal Congestion,2,9.5
6685,Acetaminophen / dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,1,10.0
6686,Aspirin / caffeine,Pain,2,10.0
6687,Ampicillin / sulbactam,Urinary Tract Infection,1,7.0
6688,Ampicillin / sulbactam,Bone infection,1,9.0
6689,Activella,Postmenopausal Symptoms,2,9.0
6690,Pramosone,Dermatological Disorders,1,8.0
6691,Pramosone,Hemorrhoids,1,8.0
6692,Cortef,Adrenocortical Insufficiency,2,9.0
6693,Chaparral,Cance,1,10.0
6694,Chaparral,Herbal Supplementation,1,10.0
6695,Primlev,Pain,1,9.0
6696,Primlev,Chronic Pain,1,9.0
6697,Amiloride,Edema,1,3.0
6698,Amiloride,High Blood Pressure,1,1.0
6699,Amitriptyline / perphenazine,Anxiety,2,9.5
6700,Plendil,High Blood Pressure,1,10.0
6701,Plendil,Raynaud's Syndrome,1,9.0
6702,Droperidol,Nausea/Vomiting,2,2.5
6703,H.P. Acthar Gel,Multiple Sclerosis,2,3.0
6704,Interferon alfa-2b,Melanoma,1,10.0
6705,Interferon alfa-2b,Hepatitis C,1,1.0
6706,Trental,Intermittent Claudication,2,8.5
6707,Apokyn,Parkinson's Disease,2,6.5
6708,Chondroitin / glucosamine / methylsulfonylmethane,Osteoarthritis,2,5.0
6709,CitraNatal Assure,Vitamin/Mineral Supplementation during Pregnancy/Lactation,2,9.5
6710,Nizoral Topical,Seborrheic Dermatitis,1,10.0
6711,Nizoral Topical,Tinea Corporis,1,10.0
6712,Halog,Eczema,1,8.0
6713,Halog,Dermatitis,1,10.0
6714,Senokot S,"Constipation, Acute",2,9.5
6715,Brethine,Premature Lab,2,7.0
6716,Theo-24,"Asthma, Maintenance",2,9.5
6717,Calcium carbonate / simethicone,GERD,2,10.0
6718,Pletal,Intermittent Claudication,2,5.5
6719,NovoLog Mix 70 / 30,"Diabetes, Type 1",1,10.0
6720,NovoLog Mix 70 / 30,"Diabetes, Type 2",1,10.0
6721,Ayr Saline Nasal,Nasal Congestion,2,4.5
6722,Eurax,Pruritus,2,9.5
6723,Guarana,Herbal Supplementation,2,1.0
6724,Prozac Weekly,Major Depressive Disorde,1,10.0
6725,Prozac Weekly,Anxiety and Stress,1,9.0
6726,Carboplatin,Ovarian Cance,2,9.0
6727,Afatinib,Non-Small Cell Lung Cance,2,7.5
6728,Talacen,Pain,2,8.5
6729,Acebutolol,High Blood Pressure,2,9.5
6730,Myorisan,Acne,2,8.5
6731,Guaifenesin / hydrocodone,Cough,2,9.5
6732,Florinef Acetate,Postural Orthostatic Tachycardia Syndrome,2,10.0
6733,Proscar,Benign Prostatic Hyperplasia,2,6.0
6734,Probenecid and Colchicine,Gouty Arthritis,2,7.0
6735,Flunisolide,Allergic Rhinitis,1,9.0
6736,Mucinex Maximum Strength,Cough,1,9.0
6737,Mucinex Maximum Strength,Bronchitis,1,4.0
6738,Terazol 7,Vaginal Yeast Infection,2,5.5
6739,Midol PM,Pain,2,8.5
6740,Azulfidine,Ulcerative Colitis,1,1.0
6741,Azulfidine,Juvenile Rheumatoid Arthritis,1,5.0
6742,Sulfatrim,Urinary Tract Infection,2,10.0
6743,Phillips Colon Health,Dietary Supplementation,2,8.0
6744,Busulfan,Thrombocythemia,1,10.0
6745,Busulfan,Chronic Myelogenous Leukemia,1,10.0
6746,Buproban,Smoking Cessation,2,4.5
6747,Sleep Aid,Insomnia,2,8.0
6748,Sectral,High Blood Pressure,2,9.5
6749,Humulin R U-500 (Concentrated),"Diabetes, Type 1",1,10.0
6750,Humulin R U-500 (Concentrated),Insulin Resistance Syndrome,1,10.0
6751,Epzicom,HIV Infection,2,10.0
6752,Norpramin,Depression,2,10.0
6753,Beconase AQ,Allergic Rhinitis,2,5.0
6754,Zanamivir,Influenza,1,2.0
6755,Zanamivir,Swine Flu,1,10.0
6756,Aricept ODT,Mild Cognitive Impairment,1,10.0
6757,Aricept ODT,Alzheimer's Disease,1,9.0
6758,Probenecid,Gout,2,9.5
6759,Carbamide peroxide,Ear Wax Impaction,2,1.0
6760,Aloprim,Gout,2,9.5
6761,Parafon Forte DSC,Muscle Spasm,2,6.0
6762,Atelvia,Osteoporosis,2,2.0
6763,Milk thistle,Herbal Supplementation,2,7.0
6764,Striverdi Respimat,COPD,2,5.5
6765,Balsam peru / castor oil / trypsin,Dermatologic Lesion,2,10.0
6766,Ditropan XL,Prostatitis,1,8.0
6767,Ditropan XL,Overactive Bladde,1,10.0
6768,Carbinoxamine,Allergic Rhinitis,2,9.0
6769,AmLactin,Ichthyosis,1,9.0
6770,AmLactin,Dry Skin,1,10.0
6771,Nimodipine,Migraine Prevention,1,8.0
6772,Nimodipine,Subarachnoid Hemorrhage,1,10.0
6773,Dinoprostone,Labor Induction,2,4.5
6774,Cetirizine / pseudoephedrine,Allergic Rhinitis,2,9.5
6775,Empagliflozin / metformin,min),2,10.0
6776,Elinest,Birth Control,2,10.0
6777,Lamictal XR,Seizure Prevention,2,8.5
6778,Alcortin A,Dermatitis,2,8.5
6779,Anexsia,Pain,2,9.0
6780,Nafarelin,Endometriosis,2,8.5
6781,ClearLax,Constipation,2,10.0
6782,Cleocin Ovules,Bacterial Vaginitis,2,9.5
6783,Equetro,Bipolar Disorde,2,7.0
6784,Glucosamine,ibromyalgia,1,10.0
6785,Glucosamine,Osteoarthritis,1,10.0
6786,Taclonex Scalp,Psoriasis,1,9.0
6787,Taclonex Scalp,Plaque Psoriasis,1,10.0
6788,Calmoseptine,Diaper Rash,2,7.0
6789,Colchicine / probenecid,Gouty Arthritis,2,7.0
6790,Boceprevir,Hepatitis C,2,10.0
6791,Buckleys Mixture,Cough,2,7.5
6792,Sinemet CR,Parkinson's Disease,2,7.5
6793,Abilify Discmelt,Post Traumatic Stress Disorde,1,8.0
6794,Abilify Discmelt,Bipolar Disorde,1,8.0
6795,Symmetrel,Parkinson's Disease,2,6.5
6796,Ovide,Head Lice,2,10.0
6797,Tagamet,Human Papilloma Virus,1,10.0
6798,Tagamet,Stomach Ulce,1,8.0
6799,Cholestyramine Light,Irritable Bowel Syndrome,1,9.0
6800,Cholestyramine Light,Crohn's Disease,1,10.0
6801,Rayos,COPD,1,10.0
6802,Rayos,Inflammatory Conditions,1,9.0
6803,Travoprost,"Glaucoma, Open Angle",2,10.0
6804,Acetaminophen / phenylephrine,Headache,1,10.0
6805,Acetaminophen / phenylephrine,Not Listed / Othe,1,10.0
6806,Juleber,Birth Control,2,6.0
6807,Motrin IB,Pain,1,10.0
6808,Motrin IB,Period Pain,1,10.0
6809,Augmentin XR,Skin and Structure Infection,1,9.0
6810,Augmentin XR,Sinusitis,1,10.0
6811,Conestat alfa,Hereditary Angioedema,2,10.0
6812,Robitussin CoughGels Long-Acting,Cough,2,6.0
6813,Aloe vera / hydrocortisone / iodoquinol,Dermatitis,2,8.5
6814,Hydrocortisone / lidocaine,Hemorrhoids,2,9.0
6815,Diflorasone,Skin Rash,1,10.0
6816,Diflorasone,Eczema,1,9.0
6817,Kava,Anxiety and Stress,1,9.0
6818,Kava,Herbal Supplementation,1,9.0
6819,Fabior,Acne,2,9.0
6820,Aranesp,Anemia Associated with Chronic Renal Failure,2,9.0
6821,Orudis KT,Rheumatoid Arthritis,1,9.0
6822,Orudis KT,Pain,1,10.0
6823,Atenolol / chlorthalidone,High Blood Pressure,2,7.5
6824,Coartem,Malaria,2,9.5
6825,Prednisolone / sulfacetamide sodium,"Conjunctivitis, Bacterial",1,10.0
6826,Amikacin,Urinary Tract Infection,1,1.0
6827,Amikacin,Not Listed / Othe,1,10.0
6828,Gabitril,Seizures,2,6.0
6829,Zosyn,Kidney Infections,1,7.0
6830,Zosyn,Deep Neck Infection,1,9.0
6831,Sarna Sensitive,Pruritus,2,10.0
6832,Sulfacetamide sodium,Seborrheic Dermatitis,1,10.0
6833,Sulfacetamide sodium,Conjunctivitis,1,10.0
6834,Invega Trinza,Schizophrenia,2,5.0
6835,Mepivacaine,Local Anesthesia,2,4.5
6836,Kybella,Submental Fullness,2,5.5
6837,Debrox,Ear Wax Impaction,2,5.5
6838,Zostavax,"Herpes Zoster, Prophylaxis",2,5.5
6839,Amethia Lo,Abnormal Uterine Bleeding,1,2.0
6840,Amethia Lo,Birth Control,1,2.0
6841,Amoxapine,Depression,2,9.5
6842,GlipiZIDE XL,"Diabetes, Type 2",2,8.0
6843,Natelle One,Vitamin/Mineral Supplementation during Pregnancy/Lactation,2,10.0
6844,Clarinex,Allergic Rhinitis,2,9.0
6845,Zenchent,Birth Control,2,8.0
6846,femhrt,Postmenopausal Symptoms,1,10.0
6847,femhrt,Acne,1,1.0
6848,Maraviroc,HIV Infection,2,7.0
6849,Zaditor,"Conjunctivitis, Allergic",2,10.0
6850,Ritalin-SR,Narcolepsy,1,9.0
6851,Ritalin-SR,ADHD,1,9.0
6852,Necon 7 / 7 / 7,Birth Control,1,1.0
6853,Necon 7 / 7 / 7,Menstrual Disorders,1,8.0
6854,Prevalite,"Hyperlipoproteinemia Type IIa, Elevated LDL",1,7.0
6855,Prevalite,Crohn's Disease,1,8.0
6856,Onzetra Xsail,Migraine,2,5.5
6857,Nizoral A-D,Dandruff,1,10.0
6858,Nizoral A-D,Seborrheic Dermatitis,1,1.0
6859,Gamunex,Primary Immunodeficiency Syndrome,2,10.0
6860,Myobloc,Dystonia,1,10.0
6861,Myobloc,Cervical Dystonia,1,1.0
6862,Triavil,Anxiety,2,9.5
6863,Eskalith-CR,Bipolar Disorde,2,10.0
6864,Cardizem LA,High Blood Pressure,1,2.0
6865,Cardizem LA,Atrial Fibrillation,1,8.0
6866,Cedax,Sinusitis,1,10.0
6867,Cedax,Bronchitis,1,10.0
6868,Horse chestnut,Inflammatory Conditions,1,8.0
6869,Horse chestnut,Varicose Veins,1,10.0
6870,Etravirine,HIV Infection,2,8.0
6871,Myleran,Thrombocythemia,1,10.0
6872,Myleran,Chronic Myelogenous Leukemia,1,10.0
6873,Pimtrea,Birth Control,2,5.5
6874,Urso,Biliary Cirrhosis,2,10.0
6875,Esterified estrogens,Postmenopausal Symptoms,1,8.0
6876,Esterified estrogens,Not Listed / Othe,1,10.0
6877,GaviLyte-C,Bowel Preparation,2,6.0
6878,Entacapone,Parkinson's Disease,2,4.0
6879,Auranofin,Rheumatoid Arthritis,2,10.0
6880,Collagenase clostridium histolyticum,Peyronie's Disease,1,4.0
6881,Collagenase clostridium histolyticum,Dupuytren's contracture,1,10.0
6882,Stromectol,Strongyloidiasis,1,9.0
6883,Stromectol,Scabies,1,8.0
6884,Salicylic acid / sulfur,Dandruff,1,10.0
6885,Salicylic acid / sulfur,Acne,1,10.0
6886,Siliq,Plaque Psoriasis,2,10.0
6887,Rythmol,Atrial Fibrillation,2,5.0
6888,Temovate,Dermatitis,1,10.0
6889,Temovate,Psoriasis,1,10.0
6890,Metformin / rosiglitazone,min / rosiglitazone),2,6.0
6891,Peridex,Gingivitis,2,10.0
6892,Diphenhydramine / hydrocortisone,Pruritus,2,10.0
6893,Iclusig,Acute Lymphoblastic Leukemia,1,1.0
6894,Iclusig,Chronic Myelogenous Leukemia,1,5.0
6895,Acetaminophen / dextromethorphan / phenylephrine,Sinus Symptoms,2,9.0
6896,Novolin 70 / 30,"Diabetes, Type 2",2,6.5
6897,Stivarga,Colorectal Cance,1,10.0
6898,Stivarga,Gastrointestinal Stromal Tum,1,1.0
6899,Insulin glulisine,"Diabetes, Type 2",1,10.0
6900,Insulin glulisine,"Diabetes, Type 1",1,9.0
6901,Pexeva,Anxiety,2,10.0
6902,Cloderm,Atopic Dermatitis,1,10.0
6903,Cloderm,Psoriasis,1,9.0
6904,Eplerenone,High Blood Pressure,2,8.0
6905,Tolmetin,"Gout, Acute",1,8.0
6906,Tolmetin,Rheumatoid Arthritis,1,9.0
6907,Darbepoetin alfa,Anemia Associated with Chronic Renal Failure,1,8.0
6908,Darbepoetin alfa,"Anemia, Chemotherapy Induced",1,10.0
6909,WinRho SDF,Idiopathic Thrombocytopenic Purpura,2,4.0
6910,Norpace CR,Arrhythmia,2,9.0
6911,Ornex,Sinus Symptoms,2,10.0
6912,Perforomist,"COPD, Maintenance",2,8.0
6913,HyoMax SL,Irritable Bowel Syndrome,2,6.0
6914,Tev-Tropin,Pediatric Growth Hormone Deficiency,2,5.5
6915,Elimite,Scabies,2,6.5
6916,Accolate,"Asthma, Maintenance",2,10.0
6917,Symlin,"Diabetes, Type 1",1,10.0
6918,Symlin,"Diabetes, Type 2",1,9.0
6919,Red yeast rice,High Cholesterol,2,10.0
6920,Bromfenac,Postoperative Ocular Inflammation,2,7.5
6921,Ruconest,Hereditary Angioedema,2,10.0
6922,Prednicarbate,Eczema,2,9.5
6923,PreNexa,Vitamin/Mineral Supplementation during Pregnancy/Lactation,2,9.5
6924,Victrelis,Hepatitis C,2,10.0
6925,Lipofen,Hypertriglyceridemia,1,10.0
6926,Lipofen,"Hyperlipoproteinemia Type IIa, Elevated LDL",1,7.0
6927,Pemirolast,"Conjunctivitis, Allergic",2,5.5
6928,Rebetol,Hepatitis C,2,5.5
6929,Altoprev,"High Cholesterol, Familial Heterozygous",1,9.0
6930,Altoprev,High Cholesterol,1,10.0
6931,HC-Derma-Pax,Pruritus,2,10.0
6932,Gabarone,Diabetic Peripheral Neuropathy,1,1.0
6933,Gabarone,Restless Legs Syndrome,1,4.0
6934,Zirgan,Herpes Simplex Dendritic Keratitis,2,5.5
6935,Dimetapp Children's Cold & Cough,Cough and Nasal Congestion,2,1.0
6936,L-Methylfolate Calcium,Dietary Supplementation,2,10.0
6937,Estropipate,Postmenopausal Symptoms,2,10.0
6938,Acetaminophen / pentazocine,Pain,2,8.5
6939,Kytril,"Nausea/Vomiting, Postoperative",1,10.0
6940,Kytril,"Nausea/Vomiting, Chemotherapy Induced",1,7.0
6941,Tenex,High Blood Pressure,1,5.0
6942,Tenex,ADHD,1,1.0
6943,Electrolyte replacement solutions,Not Listed / Othe,1,8.0
6944,Besifloxacin,"Conjunctivitis, Bacterial",2,7.5
6945,Naloxone / oxycodone,Pain,2,4.5
6946,Gastrocrom,Systemic Mastocytosis,2,7.0
6947,Diastat,Seizures,1,7.0
6948,Diastat,Muscle Spasm,1,10.0
6949,Combivir,HIV Infection,2,10.0
6950,Alupent,"Asthma, Maintenance",1,10.0
6951,Alupent,"COPD, Acute",1,9.0
6952,Tigan,Nausea/Vomiting,2,9.0
6953,Pregnyl,Ovulation Induction,1,10.0
6954,Pregnyl,Obesity,1,9.0
6955,Microgestin 1.5 / 30,Menstrual Disorders,1,8.0
6956,Microgestin 1.5 / 30,Birth Control,1,8.0
6957,Cardura XL,Benign Prostatic Hyperplasia,2,6.0
6958,Verelan,Migraine Prevention,1,9.0
6959,Verelan,Cluster Headaches,1,8.0
6960,Dexamethasone Intensol,Inflammatory Conditions,1,10.0
6961,Dexamethasone Intensol,"Nausea/Vomiting, Chemotherapy Induced",1,8.0
6962,Compoz Nighttime Sleep Aid,Insomnia,2,9.0
6963,Children's Motrin,Pain,1,10.0
6964,Children's Motrin,eve,1,10.0
6965,Xalkori,Non-Small Cell Lung Cance,2,9.0
6966,Paremyd,Pupillary Dilation,2,2.0
6967,Allantoin / camphor / phenol,Herpes Simplex,2,9.0
6968,Avandamet,"Diabetes, Type 2",2,6.0
6969,Besivance,"Conjunctivitis, Bacterial",2,7.5
6970,Caduet,High Blood Pressure,2,9.5
6971,R-Tanna,Allergic Rhinitis,2,10.0
6972,Heme iron polypeptide,Iron Deficiency Anemia,1,10.0
6973,Heme iron polypeptide,Vitamin/Mineral Supplementation and Deficiency,1,10.0
6974,Ampicillin,Urinary Tract Infection,1,10.0
6975,Ampicillin,Meningitis,1,10.0
6976,Povidone iodine,Topical Disinfection,2,5.5
6977,Polidocanol,Varicose Veins,2,3.5
6978,Mevacor,"High Cholesterol, Familial Heterozygous",1,9.0
6979,Mevacor,High Cholesterol,1,1.0
6980,Ludiomil,Panic Disorde,1,9.0
6981,Ludiomil,Major Depressive Disorde,1,10.0
6982,Antihemophilic factor / von willebrand factor,von Willebrand's Disease,2,10.0
6983,Glutamine,Dietary Supplementation,2,5.5
6984,Ascorbic acid,Dietary Supplementation,2,10.0
6985,Alogliptin,"Diabetes, Type 2",2,4.0
6986,Augmentin ES-600,Urinary Tract Infection,1,6.0
6987,Augmentin ES-600,Strep Throat,1,3.0
6988,Olysio,Hepatitis C,2,9.5
6989,Omacor,Hypertriglyceridemia,2,9.0
6990,Ilevro,Postoperative Ocular Inflammation,2,5.5
6991,Axid AR,Stomach Ulce,1,10.0
6992,Axid AR,GERD,1,10.0
6993,Slow Fe,Iron Deficiency Anemia,2,6.0
6994,Glyburide / metformin,"Diabetes, Type 2",2,4.0
6995,Hydrochlorothiazide / spironolactone,Edema,1,9.0
6996,Hydrochlorothiazide / spironolactone,High Blood Pressure,1,10.0
6997,Buprenex,Pain,2,10.0
6998,Miltown,Anxiety,2,9.0
6999,Sudafed PE Severe Cold,Cold Symptoms,2,5.0
7000,Gammagard,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,1,7.0
7001,Gammagard,Primary Immunodeficiency Syndrome,1,7.0
7002,Limbitrol DS,Anxiety,2,9.5
7003,Butoconazole,Vaginal Yeast Infection,2,8.5
7004,Prialt,Pain,1,1.0
7005,Prialt,Chronic Pain,1,1.0
7006,Enjuvia,Postmenopausal Symptoms,1,10.0
7007,Enjuvia,Oophorectomy,1,10.0
7008,Menthol,Pain,2,9.0
7009,Folic acid,lic Acid Deficiency,1,8.0
7010,Folic acid,Vitamin/Mineral Supplementation and Deficiency,1,10.0
7011,Aquoral,Xerostomia,2,1.0
7012,Dolobid,Osteoarthritis,1,10.0
7013,Dolobid,Pain,1,1.0
7014,Butabarbital,Sedation,2,9.0
7015,Brodalumab,Plaque Psoriasis,2,10.0
7016,Oasis Tears,Eye Redness,1,3.0
7017,Oasis Tears,Dry Eye Disease,1,1.0
7018,Bumex,Edema,2,8.5
7019,Glucose,Hypoglycemia,1,9.0
7020,Glucose,Dietary Supplementation,1,10.0
7021,Biotene Mouthwash,Xerostomia,2,5.5
7022,Gildess 24 Fe,Birth Control,2,4.0
7023,Namenda XR,Alzheimer's Disease,2,4.5
7024,Tiger Balm,Pain,2,6.5
7025,Inapsine,Nausea/Vomiting,2,3.0
7026,Premarin Vaginal,Postmenopausal Symptoms,2,8.0
7027,Cortizone-10,Eczema,2,10.0
7028,Mucinex DM Maximum Strength,Expectoration,1,2.0
7029,Histrelin,Precocious Puberty,1,2.0
7030,Butisol Sodium,Sedation,1,9.0
7031,Vanatrip,Insomnia,1,7.0
7032,Zyrtec-D,Allergic Rhinitis,1,9.0
7033,Loprox,Seborrheic Dermatitis,1,8.0
7034,Latisse,Eyelash Hypotrichosis,1,5.0
7035,HyoMax,Irritable Bowel Syndrome,1,8.0
7036,Fenoprofen,"Gout, Acute",1,8.0
7037,Gengraf,"Organ Transplant, Rejection Prophylaxis",1,10.0
7038,Macitentan,Pulmonary Hypertension,1,10.0
7039,Glecaprevir / pibrentasvir,Hepatitis C,1,10.0
7040,Bee pollen,Herbal Supplementation,1,10.0
7041,Kineret,Schnitzler Syndrome,1,10.0
7042,Co-trimoxazole,Bacterial Skin Infection,1,8.0
7043,Kemadrin,Parkinson's Disease,1,9.0
7044,Tranxene SD,Anxiety,1,10.0
7045,Attapulgite,Diarrhea,1,10.0
7046,Inulin,Dietary Fiber Supplementation,1,5.0
7047,Acyclovir / hydrocortisone,Cold Sores,1,10.0
7048,Jantoven,Prevention of Thromboembolism in Atrial Fibrillation,1,9.0
7049,Marcaine,Local Anesthesia,1,8.0
7050,Trizivir,HIV Infection,1,9.0
7051,Desonate,Eczema,1,10.0
7052,Streptokinase,Heart Attack,1,10.0
7053,Femtrace,Postmenopausal Symptoms,1,10.0
7054,Sudafed 12-Hour,Nasal Congestion,1,9.0
7055,Medi-Quik Spray,Pain,1,10.0
7056,PhosLo,Hyperphosphatemia,1,8.0
7057,RadiaPlexRx,"Burns, External",1,4.0
7058,Luminal,Seizures,1,9.0
7059,Gadoxetate disodium,Liver Magnetic Resonance Imaging,1,1.0
7060,Alka-Seltzer Cold and Sinus,Sinus Symptoms,1,10.0
7061,Hydralazine / isosorbide dinitrate,Heart Failure,1,9.0
7062,Hydroxocobalamin,Vitamin B12 Deficiency,1,1.0
7063,Privigen,Primary Immunodeficiency Syndrome,1,10.0
7064,NovoLog FlexPen,"Diabetes, Type 2",1,10.0
7065,Rayaldee,Hyperparathyroidism Secondary to Renal Impairment,1,10.0
7066,FluMist Quadrivalent,Influenza Prophylaxis,1,1.0
7067,Ulesfia,Head Lice,1,8.0
7068,Feraheme,Iron Deficiency Anemia,1,10.0
7069,Pepcid AC Chewable Tablets,GERD,1,10.0
7070,Melquin HP,Dermatological Disorders,1,2.0
7071,VisRx Dose Pack,Sinus Symptoms,1,10.0
7072,Xodol,Back Pain,1,10.0
7073,Aller-Ease,Urticaria,1,1.0
7074,Treanda,Non-Hodgkin's Lymphoma,1,9.0
7075,Benzoyl peroxide / salicylic acid,Acne,1,8.0
7076,Fludarabine,Chronic Lymphocytic Leukemia,1,6.0
7077,BC Fast Pain Relief,Headache,1,10.0
7078,Nasarel,Allergic Rhinitis,1,9.0
7079,Nevanac,Postoperative Ocular Inflammation,1,7.0
7080,Diazoxide,Hypoglycemia,1,9.0
7081,M-End PE,Cough and Nasal Congestion,1,10.0
7082,Carfilzomib,Multiple Myeloma,1,1.0
7083,Maxair,"Asthma, Maintenance",1,9.0
7084,Rocaltrol,Hypocalcemia,1,10.0
7085,Vasculera,Dietary Supplementation,1,9.0
7086,Potassium iodide,Hyperthyroidism,1,10.0
7087,Tetrahydrozoline,Eye Redness,1,10.0
7088,Naftin,Tinea Cruris,1,10.0
7089,Senexon,Constipation,1,6.0
7090,Actonel with Calcium,Osteoporosis,1,3.0
7091,Atropine,Not Listed / Othe,1,3.0
7092,Ed A-Hist,Cold Symptoms,1,10.0
7093,Pedipirox-4,"Onychomycosis, Toenail",1,3.0
7094,Fletchers Castoria,Constipation,1,10.0
7095,Ex-Lax Maximum Relief Formula,Constipation,1,2.0
7096,Tandem,Iron Deficiency Anemia,1,10.0
7097,Carmol 20,Dermatological Disorders,1,9.0
7098,Wal-finate,Allergic Rhinitis,1,9.0
7099,Vitamin D2,Vitamin D Deficiency,1,10.0
7100,D3,Vitamin D Deficiency,1,10.0
7101,Doans Pills Extra Strength,Pain,1,10.0
7102,Purinethol,Autoimmune Hepatitis,1,10.0
7103,Tums Smoothies,Indigestion,1,1.0
7104,PR Natal 400,Vitamin/Mineral Supplementation during Pregnancy/Lactation,1,9.0
7105,Aldactazide,High Blood Pressure,1,10.0
7106,Saizen,Adult Human Growth Hormone Deficiency,1,9.0
7107,Alocril,"Conjunctivitis, Allergic",1,10.0
7108,Innohep,Deep Vein Thrombosis,1,10.0
7109,Ipratropium Inhalation Solution,Asthma,1,10.0
7110,Retre-Gel,Cold Sores,1,10.0
7111,Coricidin HBP Cough & Cold,Cough and Nasal Congestion,1,2.0
7112,Afrin 4 Hour Extra Moisturizing,Nasal Congestion,1,10.0
7113,Afrin NoDrip Sinus,Nasal Congestion,1,5.0
7114,Skeeter Stik,Pruritus,1,10.0
7115,Iohexol,Body Imaging,1,7.0
7116,Take Action,Emergency Contraception,1,10.0
7117,Simbrinza,"Glaucoma, Open Angle",1,9.0
7118,Alefacept,Psoriasis,1,10.0
7119,Niacinamide,Niacin Deficiency,1,2.0
7120,Ginseng,Herbal Supplementation,1,1.0
7121,Pancreaze,Chronic Pancreatitis,1,9.0
7122,Lincocin,Bacterial Infection,1,10.0
7123,Luxiq,Dermatological Disorders,1,10.0
